MJ文字図形名	対応するUCS(参考)	総画数	読み(参考)
MJ042981	U+25630	10	シ
MJ043008	U+2566E	12	セン
MJ043009	U+2566E	12	セン
MJ043036	U+256C6	15	シン
MJ043037	U+256C6	15	シン
MJ043048	U+256D9	16	ショウ
MJ043052	U+256DC	16	ショ・ソ
MJ043064	U+256F2	17	ショウ
MJ043076	U+25705	18	ロク
MJ043079	U+25712	18	エン・はらう
MJ043093	U+25726	22	デイ
MJ043174	U+257A9	13	カ・ワ
MJ043183	U+257B4	12	コク
MJ043244	U+25835	15	フ・ホ
MJ043546	U+25A2B	19	ソウ
MJ043614	U+25AA7	15	テン
MJ043639	U+25AD4	24	コウ・ク・カン・コン
MJ043650	U+25AE1	9	ウ
MJ043731	U+25B5F	13	サ
MJ043780	U+25BAB	14	サク
MJ043832	U+25BFF	15	コウ
MJ043900	U+25C80	20	ショウ・ソウ
MJ044247	U+25E9B	14	ハイ
MJ044397	U+25F86	9	キュウ
MJ044582	U+260C8	16	シュウ
MJ044739	U+261D7	22	セン・シュ
MJ044743	U+261DA	22	イ
MJ044772	U+26222	6	フ・ほとぎ
MJ044779	U+26228	12	ケイ
MJ044802	U+26247	17	ヘイ
MJ044830	U+26273	6	ボウ・モウ・あみ
MJ044844	U+2628B	8	ボウ・モ
MJ044888	U+262D9	17	アン
MJ045040	U+263B1	16	カツ・ケチ
MJ045051	U+263C1	17	ギ
MJ045052	U+263C1	16	ギ・キ・いき
MJ045110	U+26407	10	トウ
MJ045112	U+26408	10	オウ・フン・ブン・おきな
MJ045177	U+26462	15	トウ
MJ045304	U+26518	18	ドウ
MJ045381	U+265A2	15	ジ・ニ・きく
MJ045550	U+266A8	12	セイ・ゼイ
MJ045557	U+266AF	10	イン・たね・つぐ
MJ045673	U+2676B	13	ヨウ・こし
MJ045851	U+268AA	20	スイ
MJ045852	U+6727	20	ロウ・ル・おぼろ
MJ045854	U+268AB	20	ロウ・ル
MJ045863	U+268BC	21	エイ・ヨウ・あまる・もうけ
MJ045921	U+81EE	12	ギ・キ
MJ045933	U+2691D	15	ベン・メン
MJ045973	U+2695B	10	ソウ
MJ045996	U+26977	14	キョウ
MJ046074	U+269E0	14	キ・ギ
MJ046225	U+26AAD	19	トウ・ドウ
MJ046308	U+26B1E	7	テン・フ・はす
MJ046313	U+26B20	7	キョ
MJ046314	U+26B20	8	ボウ
MJ046523	U+26C64	12	ソウ
MJ046536	U+26C73	12	シ
MJ046538	U+26C73	11	シ
MJ046586	U+26CDD	13	チョウ・ヨウ・トウ
MJ046773	U+26E11	15	ベツ
MJ046815	U+26E40	15	くごい
MJ046819	U+26E47	15	サ
MJ046951	U+26F2C	17	ショ
MJ046955	U+26F2F	17	スイ
MJ046956	U+26F2F	17	スイ
MJ047028	U+26F8F	17	コウ
MJ047031	U+26F94	16	キュウ
MJ047042	U+26FB1	21	ソウ
MJ047080	U+26FD4	20	ヘイ
MJ047097	U+26FF8	16	タン
MJ047142	U+27039	19	シャ
MJ047258	U+270F4	21	つづら
MJ047265	U+2710D	22	ギョウ・キョウ
MJ047296	U+27139	23	ショク・シキ
MJ047434	U+271FD	18	キョ
MJ047464	U+2722A	9	シ・チ
MJ047542	U+2729C	12	ガク・ハク
MJ047565	U+272B7	12	モウ・ボウ・ム
MJ047614	U+2730A	14	シャ・セ・たいらぎ
MJ047684	U+27369	16	ケツ
MJ047758	U+273CA	16	カン・ゴン
MJ047791	U+273FE	17	ジョク
MJ047987	U+27525	22	イ
MJ048161	U+27602	18	ショウ・つく
MJ048182	U+27619	9	ハン
MJ048246	U+27667	11	ケン・カン
MJ048322	U+276D4	14	トク・ソク
MJ048359	U+27701	16	サイ
MJ048363	U+27705	15	カイ
MJ048373	U+2770F	16	ハイ・バイ・ヒ・ビ
MJ048418	U+27753	17	タン
MJ048434	U+27771	18	ケン
MJ048475	U+277AA	20	ロウ・リョウ
MJ048487	U+277B8	21	イ・ユイ・スイ・ズイ
MJ048522	U+277E8	10	ケン・ゲン
MJ048810	U+27966	10	ワ
MJ049029	U+27A7B	16	シュ・はかる
MJ049105	U+27AE2	18	ボウ・モウ・のぞむ
MJ049169	U+27B2F	20	ケン・どもる
MJ049240	U+27B87	24	バイ
MJ049295	U+27BC6	17	カツ・ひらける
MJ049301	U+27BCC	19	キョウ
MJ049345	U+27BFE	17	ツ・トウ
MJ049486	U+27CA8	13	ケン
MJ049589	U+27D2A	10	サ
MJ049614	U+27D4D	13	ボウ・ム・あきなう・かえる
MJ049743	U+27E19	20	スイ
MJ049759	U+27E3D	23	イ
MJ049792	U+27E79	19	シ・さかん
MJ049993	U+27FA8	23	ケン・コン・ゲン・ガン
MJ050013	U+27FC0	9	キュウ
MJ050235	U+28119	18	ショク・ソク
MJ050632	U+2838A	18	コン
MJ050749	U+28432	18	ジ・シ・ことわる・やめる
MJ050769	U+2844D	6	キ・わだち
MJ050774	U+28452	6	ト・かち
MJ050779	U+28455	7	はさ
MJ050800	U+2846D	7	シ・うつる・うつす
MJ050818	U+28489	8	スイ・ツイ
MJ050823	U+2848C	9	セイ・ショウ・ゆく
MJ050848	U+284AD	9	カイ
MJ050852	U+284B0	9	ユウ・ユ
MJ050869	U+284C5	11	ボウ
MJ050888	U+284E4	10	タイ
MJ050890	U+284E4	11	タイ・テ・トン・しりぞける・しりぞく
MJ050903	U+284F1	12	トウ
MJ050907	U+284F5	11	ソウ
MJ050934	U+2851D	13	トウ
MJ050937	U+2851F	13	ユウ
MJ050945	U+28527	13	ホウ
MJ050949	U+2852B	12	タイ
MJ050958	U+28530	13	セン・うつす
MJ050976	U+28560	13	サク
MJ050980	U+28563	13	ガク・ゴ
MJ050983	U+28565	13	ドウ・みち
MJ050990	U+2856B	14	しめ
MJ050992	U+2856B	13	
MJ051008	U+28588	14	ヨウ
MJ051011	U+2858A	14	サク・セキ
MJ051045	U+285B9	16	ジツ・ニチ・ジ・ニ・チツ・チチ
MJ051046	U+285BB	15	リュウ・ル・とどまる
MJ051052	U+285BF	16	イ
MJ051060	U+285C9	16	スイ・おくぶかい
MJ051089	U+285ED	17	イ
MJ051093	U+285F1	16	トウ・ドウ
MJ051124	U+28622	19	ヘン
MJ051137	U+28637	19	バク・はるか
MJ051146	U+28642	20	ユウ・ユ
MJ051161	U+28655	21	カン・のがれる
MJ051165	U+28659	22	セン
MJ051168	U+2865A	22	バイ
MJ051169	U+2865A	22	バイ
MJ051173	U+2865F	23	シン
MJ051174	U+2865F	24	シン・ジン・すすむ・すすめる
MJ051499	U+2880B	12	コ・ク・さかずき
MJ051828	U+28A71	17	ゲン
MJ051960	U+28BEF	24	やり
MJ052103	U+28CDD	12	ジュン・テイ・チョウ・うるう
MJ052219	U+28D84	18	リン・レン
MJ052469	U+28F41	17	ソウ・ス・シュウ・シュ・スウ・すみ
MJ052597	U+28FE4	16	ヤ・エ・ぬえ
MJ052867	U+2915E	20	チュウ
MJ052889	U+2917E	21	タン
MJ052944	U+291D5	11	セイ・ジョウ
MJ052997	U+2921A	17	ヘイ
MJ053054	U+2925E	12	ウ・ク
MJ053255	U+29356	22	ヨク・オク・イキ
MJ053281	U+29379	25	ケン
MJ053403	U+2941A	14	フツ・ホチ
MJ053408	U+2941F	15	ハク・ホク
MJ053410	U+29420	15	コウ・ク
MJ053413	U+29422	15	キョウ・コウ・ひびき
MJ053419	U+29427	16	アン・オン・エン・イン
MJ053438	U+2943F	21	キョウ・コウ・ひびき・ひびく
MJ053630	U+29548	20	ハン
MJ053710	U+295B6	14	ケツ
MJ053841	U+2965E	27	ヒョウ・つむじ・ひるがえる・つむじかぜ
MJ053854	U+2967A	21	ヨク
MJ053862	U+29682	10	イ
MJ053866	U+29685	11	シ
MJ053868	U+29688	11	ヤク
MJ053879	U+29695	12	イン・のむ
MJ053881	U+29696	12	ジュ・ニュ・まぜめし
MJ053894	U+296A9	13	コ・かゆ
MJ053911	U+296B9	13	レイ・リョウ・こなもち
MJ053920	U+296C6	13	イ
MJ053938	U+296DE	15	ホウ・あく
MJ053946	U+296E5	15	サイ
MJ053963	U+296FA	16	キク・コク・かゆ
MJ053977	U+29706	16	キ・うえる
MJ053981	U+29708	17	ヨ
MJ053984	U+2970B	16	ショウ・かれいい
MJ053989	U+2970F	16	ヨ・オ・あきる
MJ053990	U+2970F	17	ヨ・オ・あきる
MJ053997	U+29715	17	ホウ
MJ053999	U+29717	16	ビ
MJ054002	U+29719	17	ジョウ・にょう・ゆたか
MJ054009	U+2972F	17	シュウ
MJ054015	U+29734	17	シ
MJ054016	U+29734	18	シ・ジ・むしもち
MJ054022	U+29739	17	セン・サン・ハン・そなえる
MJ054040	U+29759	18	シ・たしなむ
MJ054044	U+2975D	18	コウ・こなもち・むしもち
MJ054062	U+2973F	17	ホウ・あく
MJ054074	U+29780	19	サン・こながき
MJ054078	U+29783	19	ショウ・ひるめし
MJ054090	U+2978D	20	ソク
MJ054092	U+2978F	19	サン
MJ054095	U+29791	19	フン・むす・むしめし
MJ054099	U+297A1	20	シ・キ
MJ054104	U+297A5	20	ショウ・ジョウ・おくる
MJ054107	U+297A7	20	ショウ・ひるめし
MJ054112	U+297AB	19	イ・あめ
MJ054114	U+297AB	21	イ
MJ054117	U+297AD	20	ヨウ
MJ054118	U+297AD	21	ヨウ
MJ054124	U+297B7	20	リュウ・むす・むれる
MJ054136	U+297C4	21	シ
MJ054144	U+297CB	22	セン・たす
MJ054173	U+297F1	24	キ・タイ・おくる
MJ054182	U+297FD	33	コウ・キョウ・か・かおり・かおる
MJ054275	U+29894	15	ハン
MJ054285	U+2989D	15	ヘン
MJ054370	U+29918	18	ドウ・ノウ
MJ054564	U+29A59	18	ヒ
MJ054637	U+29AB7	26	スイ
MJ054793	U+29BBA	21	バン・メン・マン・かずら
MJ054846	U+29C13	19	グ・ゴウ・コウ・とき
MJ054934	U+29C7F	13	ビ・ミ
MJ055065	U+29D34	24	ダ
MJ055079	U+29D49	31	キ
MJ055216	U+29E3D	19	ほっけ
MJ055218	U+29E3D	18	ほっけ
MJ055248	U+29E77	20	イ
MJ055251	U+29E7A	21	カク・キャク・レキ
MJ055264	U+29E8A	21	あら
MJ055266	U+29E8A	20	あら
MJ055300	U+29EDB	23	シン・ジン
MJ055307	U+29EE0	24	バン・マン・うなぎ
MJ055309	U+29EE1	23	トウ・ズ・チョウ・ジュ・チュウ
MJ055514	U+2A02F	17	うそ
MJ055524	U+2A04B	17	セイ・ジョウ
MJ055547	U+2A061	18	うずら
MJ055625	U+2A0C8	20	ケツ・ケチ・カツ
MJ055659	U+2A0F9	20	セキ・シャク・ショク・シキ
MJ055825	U+2A1F4	26	ベツ
MJ055927	U+2A291	15	ケン
MJ055934	U+2A296	15	コ
MJ055945	U+2A2A8	17	キ
MJ056013	U+2A301	14	ボウ・モウ・コウ・のぎ・さき・すすき
MJ056071	U+2A347	19	ショウ
MJ056130	U+2A392	14	シャク
MJ056156	U+2A3B0	24	フン・ヒ
MJ056317	U+2A472	22	エツ・オチ
MJ056429	U+2A502	11	テイ・かなえ
MJ056430	U+2A502	11	テイ・かなえ
MJ056433	U+2A504	16	シ
MJ056437	U+2A508	18	ウン
MJ056440	U+2A50D	17	ホウ・ブ
MJ056493	U+2A54D	18	ケイ・キョウ
MJ056511	U+2A564	20	エン
MJ056521	U+2A56F	22	ケキ・ギャク・ケツ・ゲチ
MJ056540	U+2A585	25	フン・ブン
MJ056586	U+2A5C7	18	セイ・ザイ
MJ056636	U+2A600	23	ヘイ
MJ056763	U+2A695	20	ガン・カン・コン
MJ056765	U+2A696	20	ロウ・ル・リョウ・リュ・こもる・かご
MJ056769	U+2A699	21	レイ・リョウ
MJ056822	U+4E94	3	ゴ・いつ・いつつ
MJ056823	U+221B0	3	テイ・タイ・シ・チ
MJ056824	U+4E11	4	チュウ・うし
MJ056826	U+4E39	4	タン・あか・に
MJ056831	U+4E14	6	シャ・ショ・ソ・かつ・しばらく
MJ056835	U+2B742	7	ショ・ソ・ところ
MJ056836	U+2B742	7	ショ・ソ・ところ
MJ056837	U+4E9E	8	ア・アク・エ・つぐ
MJ056838	U+2CED0	8	ショ・ソ・ところ
MJ056839	U+76F4	8	チョク・ジキ・ただちに・なおす
MJ056840	U+76F4	8	チョク・ジキ・ただちに・なおす
MJ056841	U+76F4	8	チョク・ジキ・ただちに・なおす
MJ056844	U+2CEDC	9	ム・ブ・ない
MJ056845	U+76F4	9	チョク・ジキ・ただちに・なおす
MJ056847	U+20041	12	トウ・ズ
MJ056848	U+20000	3	
MJ056858	U+4E47	4	タク・チャク
MJ056859	U+53D0	5	ヨウ・ヨク・オク・ハツ・わかい
MJ056861	U+53D0	6	ヨウ・ヨク・ハツ・わかい
MJ056862	U+2CF4C	9	ジョウ・のる・のせる
MJ056866	U+6C14	4	コツ・キツ・キ・こう
MJ056873	U+4E88	4	ヨ・チョ
MJ056877	U+7539	6	ヘイ・ヒョウ
MJ056886	U+4EA2	4	コウ
MJ056890	U+4EA8	8	コウ・とおる
MJ056894	U+2CF4C	9	ジョウ・ショウ・のる
MJ056895	U+4EAB	9	キョウ・コウ・うける
MJ056898	U+2CF4C	10	ジョウ・ショウ・のる
MJ056903	U+4EE2	5	シャク
MJ056905	U+4EE4	5	レイ・リョウ・おさ
MJ056911	U+4ED7	6	チョウ・ほこ・よる
MJ056914	U+4F69	7	ハイ・おびる
MJ056917	U+4FA1	8	さいぶつ
MJ056918	U+4F89	8	
MJ056919	U+4F96	8	ロン・リン
MJ056920	U+201FE	8	キュウ・やすむ
MJ056921	U+96B9	8	スイ・シ・とり
MJ056923	U+2A746	9	か
MJ056926	U+4F96	9	ロン・リン
MJ056931	U+501D	10	カン
MJ056932	U+4FDE	10	ユ・チュウ
MJ056933	U+689D	10	ジョウ・チョウ・すじ
MJ056936	U+50C9	11	セン・みな
MJ056942	U+505C	12	テイ・チョウ・とどまる
MJ056944	U+2DD48	12	ケン・かねる
MJ056945	U+5065	12	ケン・ゲン・ゴン・すこやか・たけし
MJ056948	U+50C9	13	セン・みな
MJ056949	U+5108	14	カイ
MJ056951	U+50E8	15	フン・ホン・たおれる
MJ056953	U+50F6	15	ビン・ミン
MJ056954	U+203F9	16	ほとけ
MJ056958	U+513C	19	ゲン
MJ056960	U+513C	21	ゲン
MJ056966	U+5142	5	シン
MJ056967	U+5147	6	キョウ・ク
MJ056970	U+2D020	7	メン・まぬかれる
MJ056979	U+4EA2	4	コウ
MJ056983	U+5178	8	テン・つかさどる・のり・ふみ・さかん
MJ056985	U+517C	10	ケン・かねる
MJ056986	U+2D1A2	10	ケン・かねる
MJ056989	U+517C	10	ケン・かねる
MJ056990	U+771E	10	シン・まこと
MJ056991	U+771F	10	シン・まこと
MJ056992	U+20525	12	ケン・かねる
MJ056993	U+2DD44	12	ケン・かねる
MJ056997	U+20525	12	ケン・かねる
MJ056998	U+2004A	13	ソウ・ショウ・あきらか・たがう
MJ056999	U+5180	17	キ・こいねがう
MJ057000	U+5185	4	ナイ・ダイ・うち
MJ057002	U+2054B	6	サツ・サク・ふみ
MJ057003	U+2054B	6	サツ・サク・ふみ
MJ057004	U+518D	6	サイ・サ・ふたたび
MJ057006	U+518E	6	カ・ケ
MJ057007	U+518E	6	カ・ケ
MJ057010	U+518D	7	サイ・サ・ふたたび
MJ057015	U+2D06B	9	コウ
MJ057016	U+5193	10	コウ
MJ057017	U+2D06F	10	コウ
MJ057018	U+2D06F	10	コウ
MJ057021	U+34BC	11	バン・マン
MJ057022	U+5198	5	イン
MJ057024	U+519D	8	ギ・よろしい
MJ057026	U+2D077	10	メイ・ベイ・くらい
MJ057027	U+51A5	10	メイ・ベイ・くらい
MJ057029	U+2D077	10	メイ・ベイ・くらい
MJ057036	U+515C	14	ト・トウ・かぶと
MJ057037	U+51F6	4	キョウ・ク・わるい
MJ057049	U+2D0DA	8	カツ・ケイ
MJ057057	U+5289	14	リュウ
MJ057061	U+5207	5	コウ・ク
MJ057064	U+52A9	7	ショ・ジョ・たすける・すけ
MJ057070	U+52C3	10	ボツ・ホツ
MJ057080	U+5308	5	キョウ・ク
MJ057081	U+5308	6	キョウ・ク
MJ057082	U+530B	8	トウ・ドウ
MJ057083	U+530B	8	トウ・ドウ
MJ057090	U+5344	4	ジュウ・にじゅう
MJ057092	U+5345	6	ソウ・さんじゅう
MJ057095	U+24C1E	7	ヒ・いやしむ
MJ057097	U+604A	9	キョウ
MJ057103	U+2D169	15	ソツ・シュツ・シュチ・スイ・ルイ・ひきいる
MJ057108	U+536F	5	ギョウ・ゴウ・あおぐ・う
MJ057116	U+2D186	10	チ・リ・おさめる
MJ057119	U+53A5	11	カチ・コチ・ケツ・クツ・その・それ
MJ057120	U+2D18F	11	カチ・コチ・ケツ・クツ・その・それ
MJ057123	U+4EE5	4	イ・シ・ジ・おもう・もちいる・もって
MJ057124	U+4EE5	4	イ・シ・ジ・おもう・もちいる・もって
MJ057125	U+20AE4	6	リン・おしむ・やぶさか
MJ057127	U+2D199	7	シュン
MJ057130	U+20DF0	11	ヒ・ト
MJ057134	U+53D0	6	ヨウ・オウ・ハツ・わかい・わざわい
MJ057135	U+53D4	8	シュク・おじ
MJ057139	U+53DC	9	ソウ・ス
MJ057140	U+53DB	9	ホン・ハン・バン・そむく
MJ057144	U+53F7	5	キョウ・コウ・ゴウ
MJ057146	U+20BCC	7	リン・おしむ・やぶさか
MJ057147	U+548E	8	キュウ・とがめる
MJ057149	U+548E	8	キュウ・コウ・グ・とが・とがめる
MJ057151	U+542B	8	ガン・カン・ゴン・ふくむ・ふくめる
MJ057153	U+54BC	9	カイ・カ・ケ
MJ057154	U+54BC	9	カイ・カ
MJ057161	U+20C50	10	グ・ほほえむ
MJ057164	U+5668	11	キ
MJ057165	U+5547	11	テキ・セキ
MJ057166	U+5546	11	ショウ・テキ・セキ
MJ057167	U+55AE	11	タン・セン・ゼン・ダン・ひとつ
MJ057175	U+559C	12	キ・シ・よろこぶ
MJ057176	U+55AA	12	ソウ・も・うしなう
MJ057178	U+55AE	12	タン・セン・ゼン・ダン・ひとつ
MJ057180	U+555A	12	ヒ・ト
MJ057183	U+2D239	12	ゴウ・コウ・さけぶ
MJ057185	U+20DD4	13	ソウ・も・うしなう
MJ057197	U+2D2DB	16	ドウ・ノウ・ふくろ
MJ057200	U+2B75D	17	ゲン・ゴン・ガン・きびしい
MJ057207	U+5716	15	ズ・ト・はかる
MJ057209	U+21275	6	チョウ・ジョウ・きざし
MJ057212	U+212A5	7	チョウ・ジョウ・きざし
MJ057213	U+572D	7	ケイ・ケ・たま
MJ057215	U+21299	8	ザ・すわる
MJ057223	U+5805	10	ケン・かたい
MJ057226	U+57D6	11	ごみ
MJ057228	U+57AA	11	は
MJ057234	U+584A	12	カイ・ケ・かたまり・つちくれ
MJ057239	U+2D3DB	13	エン・しお
MJ057244	U+58B3	16	フン・はか
MJ057245	U+58B8	16	チョ・ト・ふむ
MJ057249	U+5870	13	あま
MJ057250	U+58FD	13	ジュ・ことぶき
MJ057252	U+21556	6	コウ・ホウ・ボウ・ふる
MJ057253	U+590C	8	リョウ
MJ057256	U+590F	9	カ・ゲ・なつ
MJ057257	U+2D423	10	フク・ブク
MJ057261	U+3688	4	ショウ・ます・のぼる
MJ057262	U+2B762	5	ショウ・シュク・ソク・ます・のぼる・おじ
MJ057264	U+2B763	6	ショウ・シュク・ソク・セン・ジュン・ます・おじ
MJ057267	U+2D433	8	シュク・おじ
MJ057269	U+5922	13	ム・ボウ・ゆめ
MJ057270	U+215D2	4	カイ・ケ・ケツ・ケチ
MJ057276	U+2D445	8	イ・えびす・たいらげる
MJ057277	U+6CF0	9	タイ・おおきい
MJ057282	U+26C29	11	カン
MJ057284	U+2D455	11	ケイ・ケツ・セツ・キツ・ちぎる・ちぎり
MJ057300	U+5A41	10	ロウ・ル・リュ
MJ057303	U+21764	11	ロウ・ル・リュ
MJ057309	U+5A8D	12	フ・よめ
MJ057310	U+5ABF	12	キ・はじる
MJ057322	U+5B70	12	シュク・ジュク・いずれ・たれ
MJ057328	U+5B85	7	タク・ジャク・いえ・やか・やけ
MJ057330	U+219F1	8	ガイ・カイ・カツ・ガチ・そこなう
MJ057331	U+2D4E9	9	カイ・ガイ・エン・オン・ウツ・い・あて
MJ057334	U+5BBB	11	ミツ・ビツ・ミチ・しげし・ひそか
MJ057336	U+21A0B	11	メイ・ミョウ・ベイ・ベキ・ベン・メン・ミャク・くらい
MJ057337	U+21A0B	11	メイ・ミョウ・ベイ・ベキ・ベン・メン・ミャク・くらい
MJ057349	U+21B36	11	ジン・たずねる
MJ057350	U+5C09	11	イ・ウツ・オチ・やすんじる・じょう
MJ057352	U+8FB1	11	ジョク・ニク・はずかしめる
MJ057355	U+5900	13	シュウ・ジュ・ことぶき
MJ057356	U+5900	13	シュウ・ジュ・ことぶき
MJ057357	U+5900	14	シュウ・ジュ・ことぶき
MJ057358	U+5900	14	シュウ・ジュ・ことぶき
MJ057366	U+21C31	5	ジ・ニ・ジツ・デイ・ニチ・ナイ・あま
MJ057388	U+5D46	12	ケイ
MJ057397	U+342C	6	リュウ
MJ057398	U+200E4	6	コウ
MJ057404	U+5DE2	11	ソウ・ジョウ・す
MJ057405	U+5DE4	16	リョウ
MJ057406	U+5DE6	4	サ・ひだり
MJ057408	U+5DEE	10	サ・サイ・シ・セ・さす・たがう
MJ057409	U+5DEE	10	サ・サイ・シ・セ・さす・たがう
MJ057415	U+5377	9	カン・ケン・ゲン・コン・まき
MJ057416	U+20A27	19	セン・うつる
MJ057418	U+5E0C	7	キ・ケ・こいねがう・めずらしい・まれ
MJ057420	U+5E2B	9	スイ・ソツ・シュツ・シ・ひきいる・そつ・いくさ
MJ057421	U+5E2B	9	スイ・ソツ・シュツ・シ・ひきいる・そつ・いくさ
MJ057424	U+5E2B	10	スイ・ソツ・シュツ・シ・ひきいる・そつ・いくさ
MJ057426	U+5E2F	11	タイ・おび
MJ057431	U+2D63E	7	デン・デイ・ニョウ・ネン・とし
MJ057432	U+5E78	8	コウ・さいわい・さち・しあわせ
MJ057434	U+2D64C	10	キ・ケ・ゲ・いく・ちかい・ほとんど
MJ057435	U+2D64C	10	キ・ケ・ゲ・いく・ちかい・ほとんど
MJ057436	U+5E7E	11	キ・ケ・ゲ・いく・ちかい・ほとんど
MJ057437	U+5E7E	12	キ・いく
MJ057439	U+5EA6	9	ズ・ダク・ド・ト・タク・たび・わたる
MJ057440	U+5E95	9	テイ・タイ・そこ
MJ057441	U+5EAD	10	テイ・チョウ・ジョウ・にわ
MJ057442	U+5EB3	10	ヒ・ビ
MJ057443	U+2223B	10	ジョウ・ニョウ・チ・ショウ
MJ057445	U+2B777	11	ザ・すわる
MJ057448	U+5EB6	11	ショ・セキ・シャク・こいねがう・ちかい・もろもろ
MJ057457	U+2D698	11	ケイ・カイ・ケツ・セツ・キツ・ちぎる・ちぎり
MJ057459	U+5F13	3	キュウ・ク・ゆみ
MJ057466	U+2D6B6	11	ミ・ビ・いよいよ
MJ057475	U+5F55	7	ロク
MJ057478	U+5F57	11	スイ・セイ・エイ・ケイ・ほうき
MJ057480	U+5F5A	14	イ
MJ057488	U+5F93	9	ジュウ・ジュ・ショウ・ソウ・ゾウ・ス・したがう
MJ057489	U+5FA1	13	ギョ・おん
MJ057493	U+3900	7	ボウ・モウ・わすれる
MJ057504	U+6050	10	キョウ・おそれる
MJ057507	U+60A4	11	ソウ
MJ057512	U+2D733	12	イン・オン
MJ057515	U+611B	13	アイ・おしむ・めでる・いとしい・かなしい
MJ057518	U+617A	14	ル・ロウ
MJ057520	U+227FA	14	リョウ・リュウ・ル
MJ057524	U+6182	15	ユウ・オウ・ウ・うれえる・うれい・うい
MJ057525	U+61D0	15	カイ・エ・なつかしい
MJ057530	U+2BEDB	20	すすむ・すずろに・あからしく・あじきなし・そぞろ
MJ057535	U+6214	7	サン・ザン・セン・シン・ヘン
MJ057537	U+39AE	7	サン・ザン・セン・シン・ヘン
MJ057539	U+39B8	11	ゲキ・ケキ・キャク・ほこ
MJ057540	U+621A	12	セキ・ショク・シャク・ソク・ゾク・いたむ・うれえる
MJ057550	U+2D805	10	レイ・ライ・リ・レツ・レチ・もどる
MJ057553	U+6295	8	トウ・ズ・なげる
MJ057561	U+63F3	12	ケツ・セツ・カツ
MJ057562	U+22BF1	12	ソウ・ス・シュ・シュウ・ショウ・さがす
MJ057564	U+2D886	12	リョ・ロ・たび
MJ057566	U+22C72	13	ヨ・キョ・コ・かく
MJ057568	U+3A3E	13	ショウ・ゾウ・ヨウ・さま
MJ057570	U+645B	14	チ・リ
MJ057573	U+22D8A	15	ケン・セン・ゼン・かかげる・とる
MJ057578	U+22E09	18	サ・サイ・セ
MJ057581	U+6534	3	ボク・ホク・ハク・うつ
MJ057586	U+6556	9	ゴウ・あそぶ
MJ057594	U+6562	11	カン・あえて
MJ057595	U+22F22	11	サツ・セチ・サイ・セイ・シ・サチ・セツ・ころす
MJ057606	U+3A9C	13	スイ・タ・セン・タン・はかる
MJ057608	U+6566	13	タン・トン・タイ・チョウ・あつい
MJ057615	U+22FCC	15	ケイ・ケン・キョウ・はるか
MJ057618	U+22FE0	17	フン
MJ057624	U+65A5	5	セキ・シャク・タク・チャク・しりぞける
MJ057626	U+230B0	13	テイ・チョウ・かなえ
MJ057631	U+5F14	5	チョウ・とむらう
MJ057633	U+5F17	6	フツ・フチ
MJ057637	U+65C1	10	ホウ・ボウ・あまねく・かたわら・つくり・かたがた
