MJ文字図形名	対応UCS	読み
MJ057036	U+515C	ト・トウ・かぶと
MJ057037	U+51F6	キョウ・ク・わるい
MJ057049	U+2D0DA	カツ・ケイ
MJ057057	U+5289	リュウ
MJ057061	U+5207	コウ・ク
MJ057064	U+52A9	ショ・ジョ・たすける・すけ
MJ057070	U+52C3	ボツ・ホツ
MJ057080	U+5308	キョウ・ク
MJ057081	U+5308	キョウ・ク
MJ057082	U+530B	トウ・ドウ
MJ057083	U+530B	トウ・ドウ
MJ057090	U+5344	ジュウ・にじゅう
MJ057092	U+5345	ソウ・さんじゅう
MJ057095	U+24C1E	ヒ・いやしむ
MJ057097	U+604A	キョウ
MJ057103	U+2D169	ソツ・シュツ・シュチ・スイ・ルイ・ひきいる
MJ057108	U+536F	ギョウ・ゴウ・あおぐ・う
MJ057116	U+2D186	チ・リ・おさめる
MJ057119	U+53A5	カチ・コチ・ケツ・クツ・その・それ
MJ057120	U+2D18F	カチ・コチ・ケツ・クツ・その・それ
MJ057123	U+4EE5	イ・シ・ジ・おもう・もちいる・もって
MJ057124	U+4EE5	イ・シ・ジ・おもう・もちいる・もって
MJ057125	U+20AE4	リン・おしむ・やぶさか
MJ057127	U+2D199	シュン
MJ057130	U+20DF0	ヒ・ト
MJ057134	U+53D0	ヨウ・オウ・ハツ・わかい・わざわい
MJ057135	U+53D4	シュク・おじ
MJ057139	U+53DC	ソウ・ス
MJ057140	U+53DB	ホン・ハン・バン・そむく
MJ057144	U+53F7	キョウ・コウ・ゴウ
MJ057146	U+20BCC	リン・おしむ・やぶさか
MJ057147	U+548E	キュウ・とがめる
MJ057149	U+548E	キュウ・コウ・グ・とが・とがめる
MJ057151	U+542B	ガン・カン・ゴン・ふくむ・ふくめる
MJ057153	U+54BC	カイ・カ・ケ
MJ057154	U+54BC	カイ・カ
MJ057161	U+20C50	グ・ほほえむ
MJ057164	U+5668	キ
MJ057165	U+5547	テキ・セキ
MJ057166	U+5546	ショウ・テキ・セキ
MJ057167	U+55AE	タン・セン・ゼン・ダン・ひとつ
MJ057175	U+559C	キ・シ・よろこぶ
MJ057176	U+55AA	ソウ・も・うしなう
MJ057178	U+55AE	タン・セン・ゼン・ダン・ひとつ
MJ057180	U+555A	ヒ・ト
MJ057183	U+2D239	ゴウ・コウ・さけぶ
MJ057185	U+20DD4	ソウ・も・うしなう
MJ057197	U+2D2DB	ドウ・ノウ・ふくろ
MJ057200	U+2B75D	ゲン・ゴン・ガン・きびしい
MJ057207	U+5716	ズ・ト・はかる
MJ057209	U+21275	チョウ・ジョウ・きざし
MJ057212	U+212A5	チョウ・ジョウ・きざし
MJ057213	U+572D	ケイ・ケ・たま
MJ057215	U+21299	ザ・すわる
MJ057223	U+5805	ケン・かたい
MJ057226	U+57D6	ごみ
MJ057228	U+57AA	は
MJ057234	U+584A	カイ・ケ・かたまり・つちくれ
MJ057239	U+2D3DB	エン・しお
MJ057244	U+58B3	フン・はか
MJ057245	U+58B8	チョ・ト・ふむ
MJ057249	U+5870	あま
MJ057250	U+58FD	ジュ・ことぶき
MJ057252	U+21556	コウ・ホウ・ボウ・ふる
MJ057253	U+590C	リョウ
MJ057256	U+590F	カ・ゲ・なつ
MJ057257	U+2D423	フク・ブク
MJ057261	U+3688	ショウ・ます・のぼる
MJ057262	U+2B762	ショウ・シュク・ソク・ます・のぼる・おじ
MJ057264	U+2B763	ショウ・シュク・ソク・セン・ジュン・ます・おじ
MJ057267	U+2D433	シュク・おじ
MJ057269	U+5922	ム・ボウ・ゆめ
MJ057270	U+215D2	カイ・ケ・ケツ・ケチ
MJ057276	U+2D445	イ・えびす・たいらげる
MJ057277	U+6CF0	タイ・おおきい
MJ057282	U+26C29	カン
MJ057284	U+2D455	ケイ・ケツ・セツ・キツ・ちぎる・ちぎり
MJ057300	U+5A41	ロウ・ル・リュ
MJ057303	U+21764	ロウ・ル・リュ
MJ057309	U+5A8D	フ・よめ
MJ057310	U+5ABF	キ・はじる
MJ057322	U+5B70	シュク・ジュク・いずれ・たれ
MJ057328	U+5B85	タク・ジャク・いえ・やか・やけ
MJ057330	U+219F1	ガイ・カイ・カツ・ガチ・そこなう
MJ057331	U+2D4E9	カイ・ガイ・エン・オン・ウツ・い・あて
MJ057334	U+5BBB	ミツ・ビツ・ミチ・しげし・ひそか
MJ057336	U+21A0B	メイ・ミョウ・ベイ・ベキ・ベン・メン・ミャク・くらい
MJ057337	U+21A0B	メイ・ミョウ・ベイ・ベキ・ベン・メン・ミャク・くらい
MJ057349	U+21B36	ジン・たずねる
MJ057350	U+5C09	イ・ウツ・オチ・やすんじる・じょう
MJ057352	U+8FB1	ジョク・ニク・はずかしめる
MJ057355	U+5900	シュウ・ジュ・ことぶき
MJ057356	U+5900	シュウ・ジュ・ことぶき
MJ057357	U+5900	シュウ・ジュ・ことぶき
MJ057358	U+5900	シュウ・ジュ・ことぶき
MJ057366	U+21C31	ジ・ニ・ジツ・デイ・ニチ・ナイ・あま
MJ057388	U+5D46	ケイ
MJ057397	U+342C	リュウ
MJ057398	U+200E4	コウ
MJ057404	U+5DE2	ソウ・ジョウ・す
MJ057405	U+5DE4	リョウ
MJ057406	U+5DE6	サ・ひだり
MJ057408	U+5DEE	サ・サイ・シ・セ・さす・たがう
MJ057409	U+5DEE	サ・サイ・シ・セ・さす・たがう
MJ057415	U+5377	カン・ケン・ゲン・コン・まき
MJ057416	U+20A27	セン・うつる
MJ057418	U+5E0C	キ・ケ・こいねがう・めずらしい・まれ
MJ057420	U+5E2B	スイ・ソツ・シュツ・シ・ひきいる・そつ・いくさ
MJ057421	U+5E2B	スイ・ソツ・シュツ・シ・ひきいる・そつ・いくさ
MJ057424	U+5E2B	スイ・ソツ・シュツ・シ・ひきいる・そつ・いくさ
MJ057426	U+5E2F	タイ・おび
MJ057431	U+2D63E	デン・デイ・ニョウ・ネン・とし
MJ057432	U+5E78	コウ・さいわい・さち・しあわせ
MJ057434	U+2D64C	キ・ケ・ゲ・いく・ちかい・ほとんど
MJ057435	U+2D64C	キ・ケ・ゲ・いく・ちかい・ほとんど
MJ057436	U+5E7E	キ・ケ・ゲ・いく・ちかい・ほとんど
MJ057437	U+5E7E	キ・いく
MJ057439	U+5EA6	ズ・ダク・ド・ト・タク・たび・わたる
MJ057440	U+5E95	テイ・タイ・そこ
MJ057441	U+5EAD	テイ・チョウ・ジョウ・にわ
MJ057442	U+5EB3	ヒ・ビ
MJ057443	U+2223B	ジョウ・ニョウ・チ・ショウ
MJ057445	U+2B777	ザ・すわる
MJ057448	U+5EB6	ショ・セキ・シャク・こいねがう・ちかい・もろもろ
MJ057457	U+2D698	ケイ・カイ・ケツ・セツ・キツ・ちぎる・ちぎり
MJ057459	U+5F13	キュウ・ク・ゆみ
MJ057466	U+2D6B6	ミ・ビ・いよいよ
MJ057475	U+5F55	ロク
MJ057478	U+5F57	スイ・セイ・エイ・ケイ・ほうき
MJ057480	U+5F5A	イ
MJ057488	U+5F93	ジュウ・ジュ・ショウ・ソウ・ゾウ・ス・したがう
MJ057489	U+5FA1	ギョ・おん
MJ057493	U+3900	ボウ・モウ・わすれる
MJ057504	U+6050	キョウ・おそれる
MJ057507	U+60A4	ソウ
MJ057512	U+2D733	イン・オン
MJ057515	U+611B	アイ・おしむ・めでる・いとしい・かなしい
MJ057518	U+617A	ル・ロウ
MJ057520	U+227FA	リョウ・リュウ・ル
MJ057524	U+6182	ユウ・オウ・ウ・うれえる・うれい・うい
MJ057525	U+61D0	カイ・エ・なつかしい
MJ057530	U+2BEDB	すすむ・すずろに・あからしく・あじきなし・そぞろ
MJ057535	U+6214	サン・ザン・セン・シン・ヘン
MJ057537	U+39AE	サン・ザン・セン・シン・ヘン
MJ057539	U+39B8	ゲキ・ケキ・キャク・ほこ
MJ057540	U+621A	セキ・ショク・シャク・ソク・ゾク・いたむ・うれえる
MJ057550	U+2D805	レイ・ライ・リ・レツ・レチ・もどる
MJ057553	U+6295	トウ・ズ・なげる
MJ057561	U+63F3	ケツ・セツ・カツ
MJ057562	U+22BF1	ソウ・ス・シュ・シュウ・ショウ・さがす
MJ057564	U+2D886	リョ・ロ・たび
MJ057566	U+22C72	ヨ・キョ・コ・かく
MJ057568	U+3A3E	ショウ・ゾウ・ヨウ・さま
MJ057570	U+645B	チ・リ
MJ057573	U+22D8A	ケン・セン・ゼン・かかげる・とる
MJ057578	U+22E09	サ・サイ・セ
MJ057581	U+6534	ボク・ホク・ハク・うつ
MJ057586	U+6556	ゴウ・あそぶ
MJ057594	U+6562	カン・あえて
MJ057595	U+22F22	サツ・セチ・サイ・セイ・シ・サチ・セツ・ころす
MJ057606	U+3A9C	スイ・タ・セン・タン・はかる
MJ057608	U+6566	タン・トン・タイ・チョウ・あつい
MJ057615	U+22FCC	ケイ・ケン・キョウ・はるか
MJ057618	U+22FE0	フン
MJ057624	U+65A5	セキ・シャク・タク・チャク・しりぞける
MJ057626	U+230B0	テイ・チョウ・かなえ
MJ057631	U+5F14	チョウ・とむらう
MJ057633	U+5F17	フツ・フチ
MJ057637	U+65C1	ホウ・ボウ・あまねく・かたわら・つくり・かたがた
MJ057640	U+2B780	ソク・ソウ・ス・ゾク・あつまる・やから
MJ057642	U+23106	リョ・たび
MJ057647	U+65E2	ケ・キ・すでに
MJ057659	U+660F	コン・くらい・くれ
MJ057665	U+6647	ク
MJ057666	U+662C	コン・くらい・くれ
MJ057669	U+2D997	バン・マン
MJ057672	U+66FF	テイ・テツ・テチ・タイ・かえる・かわる
MJ057673	U+6701	サン・ソン・セン・ゼン
MJ057674	U+3479	カイ・カツ・エ・カチ・あう
MJ057680	U+66C8	トウ・ツ
MJ057685	U+6714	サク・ソク・ついたち
MJ057690	U+671D	チョウ・ジョウ・あさ
MJ057693	U+6723	ドウ・トウ・ズ・つきしろ
MJ057711	U+675C	ト・ズ・ふさぐ・もり
MJ057714	U+3B52	シ・すき
MJ057718	U+6795	シン・ジン・チン・まくら
MJ057728	U+67FB	サ・シャ・サイ・しらべる
MJ057740	U+6840	ゲチ・ケツ
MJ057741	U+6911	ヘイ・ヒ・ヘキ・ハイ
MJ057753	U+690D	ショク・シ・チ・チョク・うえる・うわる・たてる
MJ057766	U+6954	セツ・カツ・ケツ・くさび
MJ057767	U+2C0FE	たも
MJ057769	U+2DA99	ギュウ・ゴウ・ギョウ・わざ・すでに
MJ057773	U+23531	ソウ・シュウ・シュ
MJ057784	U+3BCD	ショウ・しゅうじ
MJ057785	U+3BAE	キツ
MJ057816	U+6A13	ロウ・ル・たかどの
MJ057831	U+71D3	ハン・ボン・ヘン・まがき
MJ057842	U+6A8E	ゴ・キン・ゴン
MJ057852	U+23780	タン・ダン・まゆみ
MJ057856	U+23764	さい
MJ057872	U+2C155	ウツ・オチ
MJ057876	U+6B24	ヨ・か・や
MJ057877	U+6B2E	ケツ・カチ
MJ057878	U+2DB4B	ケツ・カチ
MJ057883	U+2DB4E	カン・まこと・よろこぶ
MJ057884	U+6B4E	タン・なげく
MJ057889	U+2CF18	シ・ここ・この・これ
MJ057890	U+3C4F	フウ・フ
MJ057894	U+23969	ジョウ・チョウ・ショウ・わたる
MJ057897	U+6B72	サイ・セイ・とし
MJ057898	U+6B70	シュウ・ソウ・しぶい
MJ057899	U+6B72	サ・サイ・セイ・セツ・セチ・とし
MJ057909	U+6B9F	オツ・オチ・オン
MJ057918	U+6BB8	ケイ・コウ・セイ・キョウ
MJ057930	U+6BD2	ダイ・ドク・トク・タイ・そこなう・わるい
MJ057931	U+23BAC	シュウ・シュ・ソウ・ショ
MJ057935	U+6C10	テイ・タイ・シ・チ
MJ057939	U+23C75	エイ・ヨウ・ながい
MJ057940	U+6C42	キュウ・グ・ク・もとめる・もとめ
MJ057943	U+6C88	チン・シン・ジン・しずむ・しずめる
MJ057950	U+6D29	エイ・セツ・セチ・もれる
MJ057954	U+23D7D	ヨク・オク・ワク・そそぐ
MJ057956	U+6E4E	ベン・メン・おぼれる・しずむ
MJ057962	U+6EC2	ボウ・ホウ
MJ057964	U+6F13	リ・うすい
MJ057969	U+2ADC2	ボ・モ・したう
MJ057976	U+7013	チョウ・すすむ
MJ057978	U+7037	ヨク・ショク
MJ057980	U+7055	リ・うすい・しみる
MJ057991	U+3DB3	シン・ジン・もえのこり
MJ057995	U+7196	エン
MJ057997	U+7136	ゼン・ネン・しかり・もえる
MJ058003	U+3DF1	ユウ・ユ・ダイ・ナイ・くま
MJ058005	U+71D5	エン・つばめ
MJ058010	U+71CC	フン・ブン・たく・やく
MJ058011	U+222F1	サク
MJ058016	U+722F	ショウ
MJ058021	U+24568	ジ・ニ・デイ・なんじ
MJ058022	U+5C07	ショウ
MJ058026	U+7297	カイ・ケ
MJ058029	U+72F7	ケン
MJ058030	U+2D1AB	ソウ・ス・バン・マン
MJ058033	U+5668	キ・うつわ
MJ058043	U+73CA	サン・サツ・サチ・さんち
MJ058047	U+7465	オン
MJ058048	U+7471	テン・チン・シン・みみだま
MJ058049	U+7474	カク・コク
MJ058077	U+751A	シン・ジン・はなはだしい
MJ058080	U+752C	ヨウ・トウ・ユ・ズ
MJ058085	U+7537	ダン・ナン・おとこ
MJ058087	U+7559	リュウ・ル・とめる・とどめる
MJ058093	U+2DEBE	ヒツ・ヒチ・おえる・ついに
MJ058094	U+2DEBE	ヒツ・ヒチ・おえる・ついに
MJ058096	U+7570	イ・こと・ことなる
MJ058099	U+24C83	ヒツ・おわる
MJ058117	U+24D21	チ・テイ・タイ
MJ058122	U+7608	セイ・ケイ・ゲイ
MJ058123	U+761B	セイ・セツ・ケイ
MJ058126	U+7662	ヨウ・かゆい
MJ058130	U+2DF3D	ハツ・ハチ
MJ058132	U+2DF41	トウ・ト・チョク・チキ・のぼる
MJ058139	U+81F1	ベン・メン
MJ058144	U+76C8	エイ・ヨウ・みちる
MJ058149	U+76E1	ジン・シン・つくす
MJ058159	U+771E	シン・ま・まこと
MJ058166	U+773E	シュウ・おおい
MJ058167	U+773E	シュウ・シュ・おおい
MJ058168	U+3E14	カン・みる
MJ058172	U+2AFB2	くらい
MJ058176	U+776A	ジョウ・ニョウ・タク・ジャク
MJ058180	U+2524F	カン・みる
MJ058191	U+2DFF5	ム・ボウ・ほこ
MJ058201	U+793E	ジャ・シャ・やしろ
MJ058203	U+2B003	のと
MJ058209	U+2E068	セイ・サイ・まつり
MJ058212	U+798D	カ・わざわい
MJ058214	U+79A6	ギョ・ゴ・ふせぐ
MJ058215	U+79AA	セン・ゼン・ゆずる・しずか
MJ058219	U+79BB	チ・リ
MJ058222	U+7A05	ゼイ
MJ058230	U+7A3D	ケイ・かんがえる
MJ058236	U+2B048	あおき
MJ058239	U+7A61	ショク
MJ058241	U+2B7B9	ク・コ・クウ・そら・うつ
MJ058250	U+7ABB	ソウ・まど
MJ058287	U+25E4F	サン・いい
MJ058289	U+7CA4	エツ・オチ・ここに
MJ058300	U+25F9E	ショウ
MJ058304	U+7D5D	コ・ク・はかま・ももひき
MJ058312	U+7DAF	トウ・ドウ・なわ
MJ058313	U+7DB2	モウ・ボウ・あみ
MJ058319	U+7DB1	コウ・つな
MJ058326	U+7E37	ル・ロウ・リュウ・いと
MJ058327	U+7E6B	ケイ・かける・つなぐ
MJ058330	U+261A2	ケイ
MJ058334	U+26222	フウ・フ・ほとぎ
MJ058335	U+7F3A	ケチ・キ・ケン・ケツ・かく
MJ058339	U+2E284	ビン・ミン・わな
MJ058348	U+7F9E	シュ・シュウ・はじる
MJ058352	U+7FBD	ウ・はね
MJ058355	U+7FCF	リュウ・リョウ・リク・ル・ロク
MJ058358	U+7FDF	ジャク・ジョク・テキ・タク・きじ
MJ058361	U+264B3	ロウ・おいる・ふける
MJ058365	U+803D	タン・トン・ふける
MJ058373	U+8085	シュク・つつしむ
MJ058375	U+2E306	シュク・ショウ・つつしむ
MJ058378	U+2E307	ニク・ジク・ジュウ・ジュ・ニュ・しし
MJ058380	U+80B4	コウ・ギョウ・さかな
MJ058383	U+812B	タツ・タチ・エツ・エチ・タイ・テ・ダツ・ぬぐ
MJ058390	U+8166	ノウ
MJ058398	U+8188	カク・キャク
MJ058400	U+81A7	ドウ・ズ・トウ
MJ058403	U+26873	ロウ・リョウ
MJ058409	U+81E8	リン・のぞむ
MJ058416	U+8200	ヨウ・ユ・ユウ・くむ
MJ058418	U+26973	ケン
MJ058419	U+8208	コウ・キン・キョウ・おこる・おこす
MJ058420	U+820B	キン・ブン・モン
MJ058424	U+2B762	セン・そむく
MJ058425	U+2B763	セン・そむく
MJ058427	U+821F	シュウ・シュ・ふね
MJ058449	U+82E2	イ
MJ058459	U+8352	コウ・あらい・あれる・あらす
MJ058461	U+2C737	や
MJ058462	U+83BD	ボウ・モウ・ボ・ム・くさ
MJ058465	U+26BA0	ジュツ・シュツ・シュチ
MJ058476	U+2C73B	はな
MJ058479	U+2C73B	カ・ケ・はな
MJ058493	U+83E1	カン
MJ058494	U+8404	トウ・ドウ
MJ058495	U+2B7D2	ヨウ・ショウ・チョウ・ジョウ・は
MJ058507	U+8511	ベツ・メチ・ベイ・マイ・さげすむ
MJ058518	U+8568	ケツ・カチ・わらび
MJ058531	U+8525	ソウ・ねぎ
MJ058538	U+4543	イン・かげ
MJ058541	U+2E43C	ゾウ・ソウ・くら・おさめる・かくれる
MJ058545	U+8561	フン
MJ058559	U+85F4	ウン・オン・つむ
MJ058561	U+861A	セン・こけ
MJ058562	U+85EB	タン・ドン・イン
MJ058573	U+27171	セイ・なます
MJ058575	U+864B	ボン・モン
MJ058581	U+2E4D9	コ・ク・とら
MJ058583	U+864E	コ・ク・とら
MJ058587	U+2E4DC	コ・ク・とら
MJ058592	U+20045	ゴ・キョ・コ
MJ058601	U+86AB	ホウ・ビョウ
MJ058606	U+86A9	シ・チ
MJ058609	U+86A4	ソウ・ショウ・のみ・はやい
MJ058615	U+870E	ケン・エン・ゲン
MJ058635	U+2E509	ミツ・ミチ・ビツ・みつ
MJ058636	U+272DD	ジョウ・チョウ・ちょう
MJ058641	U+45CF	シュウ・シュ・ス
MJ058653	U+27402	ロウ・ル・ショク・ジキ・むしばむ
MJ058654	U+87AD	チ・みずち
MJ058666	U+881F	ロウ
MJ058673	U+8846	シュウ
MJ058674	U+76CA	エキ・ヤク・ます
MJ058675	U+8846	シュウ・シュ・おおい
MJ058677	U+8846	シュウ・シュ・おおい
MJ058678	U+9EF9	チ
MJ058680	U+8853	ジュツ・シュツ・ジュチ・スイ・ズイ・すべ
MJ058685	U+885B	エイ・エツ・エ・まもる・まもり
MJ058686	U+2760E	ウ
MJ058692	U+8870	スイ・サ・シ・サイ・おとろえる
MJ058694	U+88B4	コ・はかま
MJ058700	U+4645	ヨウ
MJ058715	U+8983	タン・エン
MJ058717	U+4674	セン
MJ058733	U+2E5E8	カイ・ゲ・とく
MJ058736	U+89E7	カイ・ゲ・とく
MJ058737	U+89E3	カイ・ゲ・とく
MJ058741	U+279DA	サン・セン・そしる
MJ058743	U+8AAA	セツ・とく
MJ058750	U+27A6E	ショウ
MJ058752	U+8B33	オウ・ウ・ク・うたう
MJ058758	U+27AAE	ケ・ゲ・カ・ガ・かまびすしい
MJ058760	U+8B23	ウ・ク
MJ058764	U+470C	レン・ラン
MJ058766	U+8B6D	キ
MJ058784	U+8CBF	ボウ・ム・あきなう
MJ058790	U+8CD4	ヒン・まろうど
MJ058806	U+47E6	バツ・おくがき
MJ058819	U+8E9A	セン
MJ058832	U+8FA5	セツ・セチ
MJ058833	U+8FA8	ハン・ベン・ヘン・わきまえる
MJ058837	U+8FB6	チャク
MJ058841	U+488B	ヒキ・ヒツ・ヒチ・ボク・ひき
MJ058843	U+28482	エン・のびる
MJ058845	U+8FF0	シュツ・ジュチ・ジュツ・のべる
MJ058849	U+284CD	テイ・チョウ・ジョウ・にわ
MJ058856	U+904E	カ・ガ・すぎる
MJ058865	U+9077	セン・うつす・うつる
MJ058866	U+9089	ヘン・あたり・べ
MJ058867	U+9072	チ・ジ・おそい
MJ058868	U+9084	カン・ゲン・セン・ゼン・エイ・かえる
MJ058870	U+908A	ヘン・あたり・べ・ほとり
MJ058872	U+2912E	タイ
MJ058874	U+908D	ゲン
MJ058876	U+28659	セン・うつす
MJ058877	U+28763	ヒ・ひな・いやしい
MJ058878	U+9119	ヒ・いなか
MJ058893	U+91C8	シャク
MJ058928	U+2B4BC	さかぼこ
MJ058932	U+93A1	ジ・シ
MJ058945	U+9441	ばん
MJ058975	U+49DF	カン・ゲン・おちいる
MJ058977	U+96AA	ケン・カン・ガン・けわしい
MJ058983	U+96E3	ダン・ダ・ナ・ナン・むずかしい
MJ058984	U+96E3	ナン・かたい・むずかしい
MJ058985	U+29031	ソウ・ふたつ
MJ058994	U+9707	シン・ふるう
MJ059001	U+2E9CA	タン・セン・テン・ゼン・あつい・ほしいまま
MJ059006	U+9769	カク・キョク・かわ・あらたまる
MJ059007	U+2E9D3	カク・キョク・かわ・あらたまる
MJ059008	U+29293	カ・カイ・コ・ケ
MJ059013	U+4A7F	フン
MJ059015	U+2E9F0	イ・カイ・なめしがわ
MJ059020	U+97F0	カイ
MJ059021	U+97F1	セン
MJ059027	U+985E	ルイ・ライ・レ・リツ・たぐい
MJ059031	U+29524	ヒン・ビン・しきりに
MJ059032	U+2953A	ロ
MJ059037	U+4B12	シュウ
MJ059038	U+29638	リュウ・リョウ・ル
MJ059041	U+98ED	チョク・チキ
MJ059042	U+990A	ヨウ・やしなう
MJ059044	U+2972F	シュウ・シュ
MJ059053	U+29900	キュウ・ク・かける
MJ059058	U+9AA8	クチ・コツ・ほね
MJ059059	U+9AA8	クチ・コツ・ほね
MJ059067	U+9AEE	ハツ・ホチ・かみ
MJ059076	U+9B32	レキ・かなえ
MJ059077	U+9B32	レキ・カク・リャク・キャク・かなえ
MJ059079	U+9B3C	キ・おに
MJ059083	U+9B43	ハツ・バチ・バツ
MJ059095	U+9B8E	あゆ
MJ059133	U+29DF8	ホウ・ボウ
MJ059156	U+2CD6B	はや・はえ
MJ059250	U+22256	ロク・か・しか
MJ059251	U+2EB71	ロク・か・しか
MJ059256	U+2EB79	レイ・ライ・リ・うるわしい
MJ059257	U+2A308	ビ・ヒ
MJ059258	U+9EAE	キョ・コ
MJ059259	U+2A333	ラ
MJ059260	U+2A352	コ・ゴ
MJ059262	U+2A36A	ヒツ・ヒチ
MJ059263	U+9EC4	コウ・オウ・き
MJ059266	U+9ED0	チ・リ・もち
MJ059281	U+6B6F	シ・ショウ・は
MJ059285	U+9F8D	リュウ・たつ
MJ059288	U+9F9C	キ・キュウ・ク・キン・コン・かめ
MJ059294	U+5140	たか
MJ059295	U+624D	サイ
MJ059299	U+2B741	ボウ・ミョウ・う
MJ059302	U+8944	ショウ・ジョウ・ソウ・ニョウ・のぼる
MJ059306	U+9F4B	サイ・シ・いえ・いつき・いつく・つつしむ・とき・ものいみ
MJ059309	U+2B746	コン・キン・いま
MJ059314	U+4F0A	イ・かれ・これ・ただ
MJ059316	U+4F60	ジ・ニ・なんじ
MJ059324	U+4F83	
MJ059330	U+6703	カイ・あう
MJ059332	U+5108	カイ・すあい
MJ059339	U+2D028	コウ
MJ059340	U+2B746	キン・いま
MJ059341	U+2D048	ヨ・あたえる
MJ059342	U+2D048	ヨ・アイ
MJ059344	U+914B	
MJ059345	U+2B74C	ヨ
MJ059348	U+2B930	ヨ
MJ059349	U+2B930	ヨ
MJ059370	U+51DE	キ・やわらぐ
MJ059372	U+2D0B2	
MJ059375	U+2B97B	
MJ059380	U+8FA8	ベン・かんむり
MJ059381	U+2CECE	カ・よし
MJ059383	U+351F	セ
MJ059386	U+52D8	カン
MJ059387	U+52D8	カン・コン・かん・かんがえる
MJ059388	U+52E4	キン・つとめる
MJ059389	U+52E4	キ・ギ・キン・ゴン・つとめ・つとめる・つとまる
MJ059398	U+535A	ハク・バク・ひろい・ひろめる
MJ059399	U+2B9E4	ハク・バク・ひろい・ひろめる
MJ059401	U+2B9E4	ハク・バク・ひろい・ひろめる
MJ059402	U+2B9E4	ハク・バク・ひろい・ひろめる
MJ059406	U+2B755	シン・ジン・たつ・とき
MJ059417	U+541F	キン・ギン・コン・ゴン・うたう・なく
MJ059423	U+55D4	テン・デン・シン・いかる・いかり
MJ059426	U+2D260	ジュ・ことぶき
MJ059430	U+2D260	ジュ・ことぶき
MJ059434	U+563C	キュウ・ク・チュ・チュウ
MJ059441	U+56CE	
MJ059444	U+5711	ダン・トン・ドン・タン・まるい・かたまり
MJ059460	U+58D3	アツ・エン・オウ・ヨウ・おさえる・おし・おす
MJ059463	U+58F7	コ・つぼ
MJ059464	U+2D260	シュ・ジュ・シュウ・ス・ことぶき・ことぶく・ことほぐ・ひさしい
